player_name,elo,averagetime,besttime,wins,losses
Luhmirra,118,2575433,2575433,18,46
Z_eats_socks,580,2071077,1651322,32,31
creaching,1255,1311396.65,768764,128,87
Rectrixx,869,1441793.741,1003356,62,77
Gratul_,866,1434936.368,1116524,65,48
Zorrm,622,2198273.625,1366969,109,116
NinjaRiley_YT,875,1289582.963,913516,53,55
Msaaki,937,1525974.667,1083041,80,45
gr34zyy,906,1454264.818,847651,186,162
KonradWithAK,636,1298125.416,804767,396,432
CataMorphosis,900,1312379.619,843931,44,25
HubbaHubbaSoup,827,1309042.958,897571,73,88
konradicus_,750,2129995.129,1494758,66,49
Vincidents,789,2419926.088,1333058,158,143
IshaanKannan,914,1692983.533,885491,62,62
Snibbi,680,1823417,1302976,40,32
Quadrazard,647,2011946.4,1552928,36,37
Midnightro_,721,1628549.5,1157069,39,34
ottom8ted,497,2099715.857,1286839,51,61
He1kY,1004,1704146.316,1284764,45,20
GusionLord,508,2794911.667,2176707,27,24
soft_taco69420,552,2031440.2,1675600,16,15
Tiller4363,1167,1383811.277,847803,216,173
9ep3,1301,1290294.556,780156,138,113
ninja832,1138,1555109.941,921240,64,45
Narcopus,1185,1513512.624,829922,178,131
AngryPig1000,684,2377647.714,1356563,60,38
def0_,477,1789111.333,1316527,38,49
GASS_hoagtraan,1014,1122831.807,626127,2150,2198
drawesome72,868,1198075.098,783500,1238,1287
eeshmaster_27,980,1713580.701,1049920,162,129
HappyChicken001,1029,1515696.981,954749,80,51
austinyuu,,3014240,3014240,11,6
xtremeities,1455,1003149.454,562843,680,626
RoosVengeance,1291,1208358.685,665126,302,272
Spowoy,670,1552453.667,1351783,15,18
croosie_,637,2047578.636,1442322,88,88
LilSnuggs,695,1815218.828,1147229,99,84
realMouse,794,2067019.2,882338,38,18
RangonBoy,487,2036670,1444434,24,25
CyberaticHydra,605,2170746.5,1851905,20,15
ShinyWooper,627,1649109.188,1224270,75,71
zer0cs,658,1699559.667,1201148,13,6
chunkbuster1755,396,3839698,3839698,7,6
2DaLu,1023,1180049.333,1123820,21,38
ItIsNooby,815,1000634.014,640485,504,528
Toph033,1472,848238.2453,536154,674,651
SZANluvSWK,1406,813394.1124,509236,869,817
Bobbytheturtle,1125,1486161.463,1003838,135,96
techtrix_,1014,1461654.481,760741,128,112
yuhsznnn,850,1939043.704,1207559,85,54
Bunnyhei,612,2221274.462,1563740,193,190
seandotnet,926,1420598,1173805,46,74
Seawattgaming,844,1801840.025,1024831,236,212
hugoxeneize,836,1615266.24,887685,97,84
Drobicus,931,1808604,1568799,18,24
ashpash_,963,966555.3853,569975,483,486
lustynn,1289,1013935.607,647578,295,289
C_ologne,758,1442700.625,974544,46,32
Warrior24,839,1797394.409,1094968,226,181
Wha2,594,1277343.5,1275680,12,12
Hycosmal,656,1911041.733,1391116,92,84
stevetech77,590,3240250.5,2669698,46,39
nadroJay,621,2199351.4,1732095,32,25
kepviv1,811,1500584.245,862205,207,181
Zxaun,1004,1345465.473,870424,112,85
Waveittinas,886,1727194.286,1176642,89,72
Loufman,782,1737646.56,1163065,66,54
KingboysYT,1089,1388447.235,962356,90,96
RobertoRK,1103,1485855.43,896263,133,105
azusagawasem,679,2739078.125,2095814,43,42
FeedMe69,601,2174344.071,1356039,139,124
blDragn__,972,1379153.614,991277,105,88
CormDaddy,737,1329575.438,830635,120,114
Salzis,723,1549732.925,959472,258,262
Hospitably,688,1510646.85,1039963,60,50
njplayswhat,593,1300775.456,813925,304,369
turtle_pvp,534,2299352.5,1737961,38,27
clementineboi,501,2724614.833,1599350,11,4
Mac_DYT,576,2166952.2,1867453,34,34
Zakklmao,553,1940458,1835411,23,22
ObiWanWaffle,705,1423977.389,957204,42,38
mesitaURU,632,1772579.69,982053,326,308
NotBorgah,1259,1308928.202,789206,162,113
youngbull97,1148,1387960.581,707220,57,25
KimChuriki,625,2347774.6,1864678,86,84
HawksBoy15,477,2246918.5,2153242,22,32
sTaTicMessy,311,3153365,3153365,13,27
NuggetOCE,442,1887022,1345417,30,37
Lpito_,664,1916823.571,1435212,45,43
ClutchCollazo7,608,1843469,1843469,37,38
FireyCake256,652,2350278.893,1612904,79,66
GooierStew,629,3019146.714,1856071,41,37
BlueDude_,1215,1008185.765,632093,408,398
Waterfina,1347,886062.4624,514478,728,732
Kinpach,1324,1298228.359,811504,150,116
TiredKuri,1309,1252161.137,781202,196,154
FuzzKing,1662,758453.1243,505526,1046,1026
dontfwjosh,1582,817746.579,400505,2305,2187
fortnitejohnsons,550,1675855.111,1459367,28,27
xumingmc,1055,1120730.365,607961,2559,2640
52623902107111T,1273,1083436.061,689590,259,238
FatherFrenchy,396,4193213.143,2008563,29,27
Kookaamonga,497,2954473.167,2332993,41,42
Fimigons,582,2119739.333,1613863,47,34
TreeFel_,675,1552591.9,1286016,28,15
ArcticsYT,841,1561616.267,1090406,66,38
Brahen,874,1440694.284,780599,245,240
PandaPuffer,1441,759852.83,479525,1094,1099
Celatrix,1506,846974.2083,503613,1849,1847
ignHero,1151,960916.5714,569723,511,554
hatsunemikuchann,1349,883341.3111,526584,488,438
adicriedwolf,837,1798078,1263202,43,25
Rafi_74,592,1642341.667,1252140,36,31
srvul,709,1792880.571,1258518,28,19
nwcto,524,3104497,2727373,22,16
Wqrden,826,1534981.154,1066921,33,18
NlCX08,408,2003847,1540273,35,32
D1amondOre,519,1726943.778,1187100,36,46
Flowtives,915,1367541.235,683405,74,91
Khantest,1121,1115920.776,752991,165,151
JX5H,819,1645057.024,936377,86,63
SirGummy8,953,1652667.948,986332,191,148
YallayAllen,727,1738299.2,1366509,34,28
Aneeshewa,813,1614706.152,1017597,80,59
NarutoHD,978,1435569.178,978275,136,158
Wyanes,906,1340861.229,801226,110,89
Sir_Izaaac,723,1711347.783,979374,55,36
ProdLvcky,834,1786438.88,1218406,58,41
yourepicruler,1117,1212225.132,713876,213,203
Zeptoed,1255,1077411.663,695833,176,169
JustBobalishis,533,1625534,1625534,14,27
Bazmur,676,3040234.333,2185481,25,13
oSplashy,586,1780991.5,1359656,49,72
BagChaser433,647,1848247.958,1364277,66,58
Zeenuw,688,1743672.455,1345920,45,42
alefa12,551,3247461,3247461,11,13
fncs_musted,545,2688813.75,1698682,35,29
GamerGenZ,338,4131051,4131051,17,24
sunandearthouo,149,1860204.211,1078677,96,131
BetaSierra,591,2266701.909,1830973,31,24
Coogo455,415,3432081,3432081,17,9
ilimp4,692,2354511,1448802,71,66
uxiv,646,2893654.571,1678313,74,73
WibbilyWobbler,1208,926555.5243,529322,1634,1632
G4v1nG,1486,954241.6442,621353,392,330
Ashe_is_OP,1179,1690328.095,937271,162,124
Krazyhair,904,1710560.724,1199574,58,37
multiplegamer9,902,1651562.364,1248419,18,9
LawnMobius,1529,892356.064,505371,1576,1566
12BrainCells,1527,1039543.091,537533,917,869
CuzImRapid,844,1151850.174,854696,131,118
qu33zy1,665,1244654.557,780758,179,194
Ranu2k,619,1886493.75,1274585,34,31
DynoDam,552,3341354,3341354,21,21
BigQStick,550,2898460.857,2025175,61,61
xFeesh,1289,1322558.828,868943,260,219
kadoomarang,1101,1345131.179,921597,217,195
DeviL_Stalker,753,1876269.474,1296118,45,18
basedbald,640,2927441.5,1769494,30,17
PATR1OT,831,1740846.167,1078767,71,41
jojothehobo10,1031,1648887.632,935908,119,76
rubberpoop,666,2022185.5,1656821,37,29
RamsessZ,712,1694242.353,905092,57,45
TinChimp7183376,663,2430359.462,1719910,38,34
Joshbukko,492,1738075.5,1597329,20,26
FrothyDesert,968,1410412.8,1052874,18,10
linecow,1117,1387190.797,860549,333,303
KANEKI9001,685,1725710.344,1081616,64,58
PunchMonkey7199,,1280659,1280659,5,4
leatdogs,1309,1085584.055,700055,172,166
LoadsOfLight,1176,1184284.914,750337,310,307
renticat,1132,1138836.777,745944,246,238
_Jairo,1214,1099912.754,686356,100,88
Carter_915,946,1551198.348,1027450,54,41
Zahrd,730,1766291,1434878,13,13
Unfeatured,630,1567193.5,1048692,11,2
Nommaste,342,2746530,2746530,10,18
B_Rock11,595,2345084,2345084,5,5
A__Sensei,673,1893711.714,1560689,63,61
henryballs69,640,1518089.517,959211,105,92
brennockJG,591,2454597.25,1786527,64,67
Harmsy1234,215,2191287,2191287,24,40
Baysouflee,1062,1500872.621,946250,107,105
Marco01_809,806,1591252.597,1026392,117,94
Phthaiz,1039,1132180.633,607689,559,545
edcuuh,1123,874519.8596,503970,1340,1481
1by1_legopiece,1418,833160.0243,503343,1163,1156
V_lyncrim,1514,884925.7169,574432,768,760
SuperIdolMan1,634,2024092.667,1474187,14,8
Prohairesis,676,2347479.1,1466196,45,30
TweakWster,690,2317260.2,1461798,43,32
ldelgv,711,1829339.333,1503792,35,27
DaFridgelol,708,2224243.857,1191835,134,123
aquaismissing,902,1762748.615,1171935,63,43
voonnn,906,1928357.533,1224907,96,74
_Helium_3,726,1911570.206,1109839,208,193
Stuuf123,682,1288003.966,879629,100,101
Pumpqin,1106,1111798.286,773905,34,33
coolawesomeguy_2,861,1445420.623,929339,177,165
b_ramen,588,2700764.944,1718092,67,65
Santin0o,730,2444723.364,1731909,44,29
snake_runner,1160,1180895.043,834607,155,155
h0boBob1,1096,1227364.8,682200,397,375
fawkes_phonix,601,1488590.789,969455,1194,1449
riceandchickens,632,1424594.368,899208,153,155
Rambo1694,427,2404586.667,1974969,10,8
HTM_Funky,799,1267312.703,598704,343,357
DWAAAAAAAAAAAA,1204,1186776.857,668555,260,249
dogings,300,2649525.667,1968401,11,22
rednam,462,2889561,2889561,14,19
xkucinglaut,704,1610194.75,1133052,60,55
DananThomas,637,1713109.627,1077147,205,214
veinberg,833,1047898.842,890362,64,93
Copelexly,968,999730.1429,689677,47,66
IPlayTheTuba,1116,1170704.269,693762,748,732
SilverSw0rd,1217,983673.8611,585453,182,178
LadyAuroralite,764,1619611.304,1036100,45,31
xKitsuneDesux,671,1823669.896,1050067,113,100
sicko_mode29,929,2089196.818,1302921,127,95
keloglaninsaci,597,1250059,1250059,10,8
OneTrickMagician,613,2978071,2436730,45,41
EVPZ,753,1553999.571,984368,61,49
HAMMYHAMSTER658,634,1750060,1341986,125,115
RealSuperSlime,702,1596780.194,1079366,88,69
pogawoga,708,1811674.788,1085836,95,79
FakeFrenzy,1151,1317479.857,773471,125,91
Bananapegasus,1070,1243533.267,780090,136,120
Wangotan,638,2213042.063,1446857,62,47
KochyFlake,1301,986674.8281,638574,122,121
Cluical,1243,1107754.571,791197,148,134
PoisndRWatrSuply,902,1755901.528,1070853,134,103
slimmyj1,1220,1570360.246,956342,106,70
CrispyNoodleSoup,640,2527292.143,1753073,23,11
NerdWallet,670,1876746.333,1585702,27,16
iv0ryy_,836,1702880.625,1151390,71,50
yyoshhiii,419,2429976,2429976,23,29
Sheiredge,558,4367128,4367128,23,20
PyroNite,1094,1320810.817,885909,212,206
Jeffmaster2000,1127,1383104.509,850537,257,235
SpiceTurtle,636,1990679.5,1848572,32,27
CiverLJ,616,2229311.667,1408065,31,33
Scott_Mesc,620,3049586,2419992,29,28
kaikuhs,973,1837280.977,1097218,93,69
TripGame_10,1214,1742741.5,935074,76,38
mattmurpz,999,1215987.724,799901,92,89
c_jay811,863,1299185.259,853756,385,412
SoloPlains,571,2578410,2578410,35,23
Et3rnalxD,750,2055107.533,1355954,70,57
ZonatedToast100,631,1875455.037,1299317,107,90
Tekichick3n,675,1887628.818,1329994,39,27
gluuuuuuu,1008,1151279.375,839739,56,67
speedrungod999,1245,1206327.105,749935,47,52
potatorobin,949,1694604.945,1076407,102,70
MangoMittens,1054,1484504.077,920517,84,54
VoidKaiMC,593,1913566.5,1324985,27,41
LogSmacker,905,2175642.143,1344916,93,49
onionteresting,698,1868375.533,1405255,24,11
jason22p,750,1752351.235,1211951,185,174
Mr_Uberlicious,719,1697111,1488266,19,16
ZachPerhaps,699,1761729,1310380,46,46
Lilbeef8658,721,1654015.6,1040196,51,41
RohanNoob,676,1694144.783,1034483,68,64
syxtysix,554,2566726.8,2319985,34,28
Epicdxrr,594,1942291,1639224,42,40
PolarBeartic,432,2102952,2102952,4,4
junhe_,1091,1278046.896,814101,267,238
Turtleb0i,1126,1362114.368,656058,61,44
luclon,728,1417385.625,1046315,21,20
dundy1094,800,1572040.596,1074545,106,98
VRPlattypus,563,2465513.5,1935883,14,14
archer022,603,1620564.955,1153256,68,68
JstCallMeZion,626,1807324.5,1698789,25,34
PalestinianMelon,1196,1057610.484,709399,395,390
Nerdi_,1201,929811.3736,640152,396,378
SiEgEhAmStEr,973,1351238.597,817326,139,119
baguettte,889,1067591.833,832592,11,20
MaxVo,1160,1098495.739,679928,614,616
lokap0818,1202,927231.3636,583339,623,642
sanshynE,1543,751628.7309,510977,1108,1062
NdcGiantsFan,663,1414840,1198904,25,14
Javofo,729,1772179.5,1148291,62,51
BlopadyBlopQt,582,3742216,3742216,29,28
One3,691,1586159.143,1107953,30,17
Cybern55,755,1488064.8,1132334,61,47
mattcww,617,2001692.087,1390832,77,78
Tman968,718,1961986.2,1538108,23,10
spicychaofan,762,1732275.944,1179104,49,42
vrsd126,1238,1303580.5,693377,259,200
Shiff,1313,1174545.61,753360,168,123
hippie1021,866,1495742.139,963470,232,219
Greleco,797,1293539.067,782711,61,49
Elekid1,1773,830851.383,448215,1015,883
Lm32games,646,1504887.526,1152828,106,114
Bencharlie,644,1794014,1352754,30,24
zzWoot,602,2128571.429,1854316,37,27
Cowman95,381,2004616,1944747,14,19
FamiliarMite528,671,2482621.143,2002469,34,26
tuankhangcb,634,1875329.5,1848579,35,39
enderkorn,578,2209513.857,1404129,36,18
___Izanagi____,964,1670050,1190150,40,17
rellikOnAir,877,1453777.192,884594,460,448
KebabGab88,941,1296658.52,960749,64,69
emnerson,1374,975446.0878,618922,268,257
Jos_13,1324,968676.0631,565063,793,784
qam022,1812,733959.8681,461302,352,245
sanjinhu,1852,738783.6102,364035,4959,4671
saladgodthebest,457,2332246,2332246,18,28
SmileySmiley116,413,3320735.5,2631021,32,34
xchznce,391,3497952,3353105,20,23
hazelonely,647,1700201.5,1642888,11,8
DrDuckLumps,580,3346702.571,2348907,18,15
FrznBlueberries,425,2491186.75,1590616,10,5
telluricacid,,4903014,4903014,4,2
platanojuce,568,2702602.75,1951688,54,58
silverrruns,2074,634244.9766,400578,2179,1247
Thinkingnoises,1635,846261.0687,509489,2572,2527
Zuvis5,658,2149897.692,1630276,44,33
reeiper,1726,816910.3893,492017,1520,1435
JackoWacko62,1703,720964.5582,424299,4389,4191
_Astrus,694,2398229,1776584,60,36
tiffit,717,2389907.5,1566140,23,9
SoyBeanSauce,851,1580851.778,940159,67,54
ultimate12334,864,1645208.435,929136,79,60
Twistud,877,1665018.25,991632,90,79
CornyQ,897,1613754.145,954616,126,92
Bacon_Glory,466,2554902.4,2026834,40,33
tielduck,1151,1397635.266,793558,229,176
Thirkell,1242,1448272.011,884408,293,240
estonianballpit,1004,1407417,900362,46,29
Intensefic,790,1679720.5,843033,199,271
TsukimiSora,823,1558594.234,886675,109,80
jayenas,855,1656380.45,1168886,87,53
Skulliosiss,477,2898760.167,1732109,16,5
Im_Goobs,638,1858907.783,1119447,78,65
_Decan,715,1731573,1117342,98,104
Just_Infused,548,2323884.5,2094167,26,17
dragonpath,992,1358173.632,975743,34,36
lumiistar,812,1500778.4,1034438,34,19
awesome_sauce_98,776,2037348.824,1506846,37,24
WainWrong,678,1756768.8,1537021,44,33
Novvvah,576,2355831.5,2080502,26,28
MangoTango013,725,2008034.083,1206461,89,84
Reagan112,781,1712263.444,1133859,104,110
Asyssion,620,1636606.6,1457120,16,23
Twigggly,578,1582238,1478705,16,67
Logs808,788,1889306.089,1129384,118,116
Dognumbers,1030,1366363.091,1211028,13,7
Flamingpuffins,788,1496207.05,1006730,44,26
Cahd,958,1296119.826,788301,42,18
Kindrin,,2532505,2532505,2,2
Lowow111,876,1911298.125,1409373,32,12
homemdesgraca,956,1365915.154,883663,88,84
CqkesYT,1053,1404687.473,912727,150,133
AndyMeow,1286,1430023.085,833565,174,122
yusikhazi,1006,1143590,851283,23,24
Je110Pudd1ng,1151,1265598.127,847537,139,110
SetterTV,1070,1356481.942,882782,137,107
Hamiislegitness,359,2182282.5,1391726,120,155
POOPYSCOOPYDOOPY,610,2499735.429,1580725,26,23
467ms,1083,1199366.16,892962,106,100
FinnQwert,1330,1140839.045,682641,133,106
b1acklist,729,2178546.889,1140895,27,8
Exh0d,731,1798581.455,1358949,32,22
plopy_mallwh0re,586,2653685.667,1896839,28,26
Octob_r,1050,1004601.977,600187,578,646
WhaleWaffles938,1163,1326544.659,867454,109,97
Jpg777777,1104,1393962.331,826091,268,236
ekbb2,1115,1326940.979,732360,278,248
gLenha,711,2433641.2,1422579,37,24
DaleK5,675,1903965.04,1165241,62,57
Sharpshot07,936,1316420.011,865452,196,187
heiguimuncher,839,1331879,862197,11,24
NemoGnite,522,1570075.167,1043236,121,134
ToxicScorpio7,574,2595129,2595129,40,39
ShraySR,1242,1314656.14,739275,96,50
Kayeva,1136,914809.8,833653,24,28
PringlesDude,1216,1066752.413,731062,166,175
The8fish,1116,1077046.915,663569,619,610
A4_Paper,641,2005770.846,1264568,41,43
CASEIDIA,508,1937382.333,1303596,33,41
HydraL,413,3505861.5,2366419,11,7
_Caw_Caw_,331,3340448.5,2885160,23,30
LayAnEgg,664,2475110.143,1661719,26,14
ImmaSolarPanel,989,1735458.516,746183,49,20
BigFatBruh,732,1668308.067,1034773,144,127
Aricide,744,1498685.3,985605,69,78
james981,639,2277876.6,1849187,18,32
Zupr1se,559,2607094.333,1643676,37,31
Daitai_,772,1511757.667,1117182,53,41
attempt16,720,1769730.467,1275578,39,19
WorkableTuba,1028,1184889.763,700124,522,535
megafalcons,1233,1078014.296,625457,717,692
sacanagem_online,1501,799554.3912,465483,1330,1200
Ultimakills,856,1732754.296,1147500,56,42
hyurei,749,1640424.235,1090107,89,76
Tombonie,1278,1230798.261,844514,69,31
_Gag,966,1558663.6,840312,144,117
MrBeast7312,699,2952507.643,2219542,46,30
Markethub,609,1735177.909,1231508,38,33
PizzaBoi709,948,1301075.769,766637,72,61
co_giy,892,1411950.857,924305,80,67
Guava_Gaming,601,2004307.25,1421324,23,23
TheDancingBlade,190,1676276.353,1193875,87,131
Envilatous,292,2137245,2137245,36,58
weiyizz,653,2250207.467,1463514,135,126
BlockLoo,585,1914848.071,1338447,127,137
seyche,755,1464207.235,1044875,58,63
PandaGud,746,1673297.304,1147589,79,46
Ni3c,499,2113303,1659670,43,34
Bosslazarshots,672,2052362.857,1519386,31,21
lolo9098,247,2307987,1644876,32,70
St1rvy,553,2231277.778,1829783,27,22
Not_The_Messiah1,584,2083726,1271827,22,12
adamldoyle,449,2822514,2813327,9,4
St4x1s,1118,1223013.846,897781,99,85
Anes_wins,1167,1194332.241,814553,409,411
MrGoose766,614,1860971.364,1254159,80,80
Rosscoe,291,2495731,2304176,26,43
FatherRhino,565,1876544.667,1184945,74,91
Kip_zxy,603,2198057,1544191,42,38
Lenged,1814,666499.4435,476100,154,116
pandaendoz,1772,753554.163,469347,1186,1127
TAS20XX,345,2610037,2060529,105,146
DevilGamer03,789,1918780.576,1116500,67,54
Duck_master113,611,2146312.75,1762782,23,22
Heavytmoney,628,1584700.471,1057270,68,57
FroggyMog,695,1779640.333,986492,183,177
ThisGuy65,513,2869552.2,1954355,13,4
MisterSaint,575,1869374.64,1140270,92,108
choozi,671,1770342.797,1254924,149,137
HIONQUACK,950,1540025.29,1023699,70,52
Thunderstorming,1441,775584.9868,498281,511,322
phxc,1510,944111.9764,550492,1115,1079
dukedude1221,501,3278257.5,2263695,6,9
sloppydawg,443,2522798,2522798,5,5
pg3_ru,333,3167172,2903786,27,23
Mekov4,1115,1790294.098,939557,115,84
N0tcabbage,978,2035319,2035319,3,6
Extryfriezz,503,4157882.667,3024552,42,42
aritwinky,881,1924306,1924306,2,15
jijifan,674,1653126.857,1038043,72,74
FO_Drift,624,1532689.611,993139,67,67
coldezys,835,1770904.5,1483013,4,4
Cappoptop,810,1492175.389,1024018,54,55
yisus5,664,1502908.19,964550,41,35
KingCookie007,258,2896236.857,1954755,30,33
GlazedPeanut,1506,948670.4487,613402,232,201
tssal,1446,983363.527,511805,2304,2187
boinkle,1283,958312.5773,616186,198,194
1204jihun,533,2323821.333,2065049,31,36
Derpyface300,789,2115320.556,1326264,39,24
ToxicController,810,1853364.211,1231078,33,20
junerome,964,1580517.517,984206,82,80
zepbob,920,1396381.088,945138,68,48
NutsVonCrazy791,526,2838841,2600578,9,8
Johaaaaan,449,2044301,1688007,49,52
SamP710,1406,1058869.273,700797,377,356
BeasttrollMC,1223,1131673.421,706991,614,591
msajkld1,608,1701703,1701703,12,33
eats_catnip,644,1867743.923,1292060,70,60
ponismode,791,1648715.378,970993,183,171
nothing10133,1018,1589785.769,958606,69,39
climber_andrew,607,3093890.714,1983387,30,21
han1m3tv,418,3108311.5,2254654,27,22
BitterCider,1105,1110730.926,726390,231,240
oooooooooosh,1121,1392121.026,909593,62,29
2nd_ary,1124,1577195.036,975960,147,114
lunareclipse18,1172,1440653.919,876371,142,129
notjazbearlol,366,2227525,2227525,24,34
heated23,300,1996063.4,1648108,55,79
Evrythx,474,2204615,2204615,26,26
Digitalspear,714,1813327.667,1628336,15,3
puck5645v2,829,1547298.344,982205,90,88
sousLUCK,791,1404503.625,851974,114,98
DAMAIN0930,685,1689550.933,1239862,45,45
CowTheBilly,838,1700552.385,995646,21,5
YaBoiJex,611,1789743,1789743,7,4
tecnicraze,580,2252999.111,1510013,18,15
william_nd,611,1427121.429,1018149,40,46
Redknight310,378,4579601,4579601,12,1
Zichii,779,2374877.3,1369478,88,65
InTheHeightss,583,2643532,1665045,46,42
zaidn,379,1742932,1395885,29,36
Domolish,832,1673396.333,1105573,110,76
creepee998,918,1306577.605,940115,74,56
Jameing,1404,939956.5183,538849,766,735
prize_cow,1418,981984.1263,541965,575,516
dertr,1011,1476141.395,930956,95,84
nodnarbiscool,998,1379537.329,861721,139,132
TrulyStealthy,1201,1257397.432,893354,62,52
skeffir,1008,1474083.582,983058,105,61
awilduck,741,1520728.811,980401,133,132
Enkeh,679,1950231.286,1220139,17,6
untiljapan,761,2503556.3,1574749,45,20
RainbowSplash,902,1999838.043,1238804,37,18
Inkacat,368,3832455,3832455,9,17
The_Game_Guy,606,2390432.5,1828348,55,58
Shaerk,564,2309848.6,1736001,54,47
softuwu,729,1250190.704,824968,207,243
SYUN120919,773,1404858.2,1126044,28,46
DumbCrumb,1102,1497907.183,902474,94,63
TheDilma,1149,1338878.977,885605,262,226
Pixxelly,1188,1054812.209,664015,376,370
qstorm__,654,2078435.462,1508172,49,45
t6r,936,1810252.448,1082456,56,27
_q4z,923,1338025.48,874668,355,336
bortdoineti,650,1604279.125,1088993,26,21
BuddyBoyy,564,2449567.75,1903687,43,40
Peytoneli,743,1411840.2,980179,84,73
Toasted0range,732,1507162.971,1070801,105,96
ElectriApex,722,1357737.133,911151,110,104
canidosu,811,1365157.75,897939,67,65
MonkeyBrothers05,750,1819105.7,1304929,31,23
nprosk,1132,1350212.952,923800,113,73
Dragon5fuegos,992,1308518.151,822028,175,168
NateIsBad4,589,2111947,2048701,18,18
fatlaax,623,1378484.607,1028617,175,171
RileyDeeeee,739,1655396.533,1193131,94,69
HyperAppeal,634,2127952.4,1451151,59,52
Bukius,830,1393857.299,877329,223,229
SunRyx,643,1568655.12,1075373,124,149
mangrovejack,1638,907726.894,524605,3805,3741
CryticaLapis,535,1885882.323,1297330,171,173
KrMaCoW,666,1731248.188,1204260,65,56
aas356,338,4072601.5,3652082,20,18
2015Applepie,584,2432406.714,1415510,10,0
jer4mister,1053,1096328.304,692940,101,114
Golike11,926,1185613.773,731943,198,212
RandomUsername7,1351,1078323.97,666170,298,277
PPSisthebest,1118,1336152.123,672034,403,362
AsamiPastrami,648,2177054.636,1666817,19,4
beansinmytoes,634,2080592.167,1524384,72,55
Tsubaki8029,1217,955918.06,596416,109,98
AwesomeAxel8576,1008,1414948.735,889875,190,191
Duckboy43,1038,1542902,1542902,9,15
N_1_ghtmare,1086,1440710.974,927558,64,34
arshathegoober,342,2275633.333,1658157,77,83
Oohwo,644,1918271.846,1299148,35,25
Astrohours,604,1803323.667,1618773,8,13
Dem0nAx,613,2058452.462,1326399,83,78
PieOLot,700,1733470.333,1401606,23,13
Drafty_KFC,737,2321063.111,1557569,81,64
MelloPigeon,1017,1720721.208,1043283,92,71
Rt_HigBigThig,220,2537244.5,2416304,47,66
Iriq,877,1338720.08,889933,109,102
sure_yeah,1094,1236559.854,944696,59,37
Axzurd,677,2342985.625,1423509,72,61
josslynnnn,670,2122573.25,1579385,51,49
domica_,677,1685953,1285680,42,35
Orbitting,1276,930129.1507,527246,294,291
Sidious66_,1354,944608.3333,679930,110,90
nooneknowsl4,781,1120632.786,714743,174,211
LegitNG,1166,1275249.805,686054,146,119
Landingleton,1109,1009402.714,707801,10,6
Wod_20,883,1555192.29,955326,236,218
Mikey13_,352,2903098.5,2480361,13,17
4prl,1612,715009.319,511591,222,202
mytinsaw,1554,841970.9841,484391,1186,1088
yuniyen,770,1563010.615,1025204,23,9
use_your_name,934,1622734.51,1019404,133,99
Ebonn_,687,2258732.667,1373993,19,9
Oyasumi1290,747,2709859,1764878,68,40
Iatebreakfast,1162,1150606.505,773989,187,169
AymEzii,1095,1217108.85,674668,766,767
Candamir_,1030,1228436.863,803913,84,76
burakgok,991,1126801.342,778962,93,113
JarrBear665,799,1727376.107,949643,69,59
BillyBlocks5000,1209,1461254.357,782650,127,86
Meizuri,1263,1346609.987,809665,130,91
RockRyR,853,1786985.636,1304583,61,48
MCPro_Gamer,718,2168526.933,1328837,44,27
Lotus_035,649,1346067.717,789630,307,325
FoxyOats,732,1454035.19,944644,395,430
PigPopper,881,1383642.318,1012745,43,29
_jyan_,1032,1341959.971,934849,92,93
JtyDivines_,840,1491638.254,872593,243,213
DuckY1O1,1171,1405647.982,892102,107,53
k4yfour,1455,782720.8933,497440,467,387
gavinthebest,386,2105435.727,1625113,46,52
NoahGG,825,2044187.792,1093720,124,83
Razuma,1033,1585612.732,961234,91,62
WillardWilliam,912,1456573.444,1176427,27,11
91mingming,1504,925877.3066,527747,3731,3718
monkeytheJedi,301,5567065.5,4263944,9,4
Kodex13,697,2759723.826,1594546,51,35
Slickburrito735,1083,1490632.548,930906,182,129
BossMann_,805,1479818.18,915208,344,333
dwgn,1299,1087939.184,615731,180,164
jalenDMi,999,1362575.571,1080065,24,17
DeathOW,571,1875471.778,1059449,32,27
_Luhan,644,1919127,1371327,121,117
Tanp1ay,663,1972608.4,1375424,60,50
f444444ke,640,1719907.7,1222183,33,24
ashtyni,879,1546851.443,972290,240,216
Vander1x,373,1841485.167,1652154,36,67
FazeBlaze,983,1236972.295,754122,325,325
4cel,788,1525141.5,1046530,54,105
tooplis,959,1745958.554,971815,480,424
Caasiandra,1309,1394098.553,821667,221,165
Chiszel,1246,1076877.629,633920,264,232
nhvu,1170,1022066.947,676787,35,34
_ebb,919,1573362.756,875276,155,134
syffin,807,1824546.571,1207719,35,22
VentiBeast,766,2993417.5,2006611,54,50
Opro_YT,557,1507206,1025606,107,137
RandomN0body,693,1980720.313,1408963,36,17
JustDom0,645,2390365,2002110,24,13
0122Y,686,1410781.5,1358368,16,41
DuxDreaded,1171,1479604.85,865562,65,28
xolific,765,1731720.765,965614,160,132
BengaKP,970,1404187.083,868257,28,19
cqp4,953,1176128.214,904264,32,45
Dj_shocker,638,1768350.462,1081968,54,49
0Pink,892,1843233,1843233,8,15
Adesz05,854,1869784.6,1103296,74,43
dylphil12,380,2506549.143,1817373,53,83
MReyRey,531,4229468.25,2888768,33,26
SpringyBo1,1181,1138520.917,741824,32,16
